99,Freeman considers return to track,athletics
100,Event devised to nurture athletes,athletics
101,Hayden sets up Australia win,cricket
102,Pietersen gives England a chance,cricket
103,South Africa far too strong again,cricket
104,Pakistan on revenge mission,cricket
105,Russell to instruct keeper Jones,cricket
106,England A roll to second victory,cricket
107,Kaif absence wrong - Azharuddin,cricket
108,Bracewell worried by Lee,cricket
109,Pakistan accept venues compromise,cricket
110,Tuffey pays price for profligacy,cricket
111,Tendulkar eyes Test return,cricket
112,Tudor given fresh start by Essex,cricket
113,England slump to defeat,cricket
114,Streak ends Zim dispute,cricket
115,Aussie McGrath to take match off,cricket
116,Batsman Van Jaarsveld joins Kent,cricket
117,Jayasuriya set to join Somerset,cricket
118,Streak happy with comeback,cricket
119,Auckland set forTwenty20,cricket
120,Batting prospects excite Vaughan,cricket
121,Jayasuriya set to join Somerset,cricket
122,Pakistan batsmen make edgy start,cricket
123,Pakistan question warm-up venue,cricket
124,India's top six secure - Ganguly,cricket
125,Harbhajan action given all-clear,cricket
126,Pakistan arrive for tour of India,cricket
127,South Africa crush Zimbabwe,cricket
128,Hodge earns Aussie Test call,cricket
129,Weather worry for Pakistan,cricket
130,Denness leads Luckhurst tributes,cricket
131,Streak return could lift Zimbabwe,cricket
132,India's top six secure - Ganguly,cricket
133,Harbhajan action given all-clear,cricket
134,Pakistan promised tough warm-up,cricket
135,West Indies opener Rae mourned,cricket
136,Streak set to make return,cricket
137,India 'confident' of deal,cricket
138,Lara injury worry for West Indies,cricket
139,Bashar delighted after series win,cricket
140,Injured Butcher out of tour,cricket
141,World XI win Tsunami match,cricket
142,Flintoff fit to bowl at Wanderers,cricket
143,Flintoff fit to bowl at Wanderers,cricket
144,Australia build imposing lead,cricket
145,Australia dominate India,cricket
146,Aussies unhappy with pitch,cricket
147,Boycott slams 'chucking' plan,cricket
148,Vaughan ready for South Africa,cricket
149,Wilson back in Kiwi cricket squad,cricket
150,England stutter to Zimbabwe win,cricket
151,Scotland take small step into the big time,cricket
152,South Africa recall Boje,cricket
153,South Africa recall spinner Boje,cricket
154,Butt provides boost for Pakistan,cricket
155,Murali to miss one-dayers in NZ,cricket
156,Australia return to winning ways,cricket
157,Ganguly plays down fears,cricket
158,India clear for Chittagong games,cricket
159,Hayden ruled out of Kiwi showdown,cricket
160,Kumble breaks Kapil's record,cricket
161,Kumble overtakes Kapil's record,cricket
162,Australia unchanged for Pakistan,cricket
163,Rain holds up England,cricket
164,England on brink of defeat,cricket
165,India wrap up victory in Dhaka,cricket
166,Richardson ends just short,cricket
167,England require extra 'intensity',cricket
168,England claim historic series win,cricket
169,BSkyB lands England deal,cricket
170,Langer century deflates Pakistan,cricket
171,England attempt to create history,cricket
172,Kiwis recall Tuffey for Sri Lanka,cricket
173,Strauss ton boosts England,cricket
174,Aussies tighten grip,cricket
175,South Africa back in contention,cricket
176,England 'could win Ashes',cricket
177,Kaif shines in India win,cricket
178,Windies Australia tour to proceed,cricket
179,England hopeful over Jones,cricket
180,England left in tatters in Durban,cricket
181,Lee runs through Windies,cricket
182,Youhana leads from front,cricket
183,England duo hit centuries,cricket
184,England eye win after Thorpe ton,cricket
185,Sri Lanka cancel tour,cricket
186,Australia take control,cricket
187,Australia complete sweep,cricket
188,Australia complete series sweep,cricket
189,England pondering line-up,cricket
190,Bangladesh build platform,cricket
191,Kenya cricket boss fights sacking,cricket
192,Union to contest Vaughan penalty,cricket
193,Vaughan endures day to forget,cricket
194,Sri Lankans cleared of misconduct,cricket
195,Kallis keen on Glamorgan return,cricket
196,England victory tainted by history,cricket
197,Ashes defeat 'won't hurt Aussies',cricket
198,Pakistan have the edge - Mushtaq,cricket
199,New Zealand to step up security,cricket
200,Shoaib ruled out of Test series,cricket
201,ICC ponders one-day alterations,cricket
202,ICC relaxes bowling regulations,cricket
203,Holding slams Twenty20 'rubbish',cricket
204,Pakistan 'to host next Asia Cup',cricket
205,Windies women in optimistic mood,cricket
206,USA cricket placed under threat,cricket
207,England fail to finish job again,cricket
208,Cricket coach moves on after tsunami,cricket
209,Pietersen handed one-day call-up,cricket
210,Pakistan slump in Twenty20 debut,cricket
211,Zimbabwe bowlers endure hard toil,cricket
212,ICC to press on with Dubai switch,cricket
213,Sri Lanka reschedule NZ Test tour,cricket
214,World XI triumph in tsunami match,cricket
215,Bangladesh delighted at Test win,cricket
216,Scotland closing in on new coach,cricket
217,ECB defends England tour schedule,cricket
218,Batsman Law gains UK citizenship,cricket
219,England need to regroup,cricket
220,Sri Lanka squad sets off for home,cricket
221,Sri Lanka decide to continue tour,cricket
222,ECB reveals county one-day revamp,cricket
223,Ireland happy with new C&G format,cricket
224,Pakistan urged to show more fight,cricket
225,Man Utd stroll to Cup win,football
226,Van Nistelrooy set to return,football
227,Moyes U-turn on Beattie dismissal,football
228,Ronaldo considering new contract,football
229,Smith keen on Home series return,football
230,Mido makes third apology,football
231,Man City 0-2 Man Utd,football
232,Gerrard plays down European hopes,football
233,Duff ruled out of Barcelona clash,football
234,Chelsea clinch cup in extra-time,football
235,Newcastle 2-1 Bolton,football
236,Middlesbrough 2-2 Charlton,football
237,Dundee Utd 4-1 Aberdeen,football
238,Clyde 0-5 Celtic,football
239,Hearts 2-1 Livingston,football
240,Kenyon denies Robben Barca return,football
241,Bridge could miss rest of season,football
242,Parry firm over Gerrard,football
243,Wright-Phillips to start on right,football
244,Robben sidelined with broken foot,football
245,Giggs handed Wales leading role,football
246,Bosvelt optimistic over new deal,football
247,Sociedad set to rescue Mladenovic,football
248,Parry relishes Anfield challenge,football
249,Time to get tough on friendlies?,football
250,Barcelona title hopes hit by loss,football
251,Parry puts Gerrard 'above money',football
252,Bees handed potential Man Utd tie,football
253,England's defensive crisis grows,football
254,Ferdinand casts doubt over Glazer,football
255,Premier League planning Cole date,football
256,McCall earns Tannadice reprieve,football
257,Kewell waits as injury drags on,football
258,Smith aims to bring back respect,football
259,Injury doubts beset Wales squad,football
260,Weir poised for Sunderland move,football
261,Newry to fight cup exit in courts,football
262,Republic to face China and Italy,football
263,Finnan says Irish can win group,football
264,Irish finish with home game,football
265,Israeli club look to Africa,football
266,Iranian misses Israel match,football
267,Highbury tunnel players in clear,football
268,Bellamy under new fire,football
269,Chelsea denied by James heroics,football
270,Chelsea ridiculed over complaint,football
271,Benitez issues warning to Gerrard,football
272,Owen determined to stay in Madrid,football
273,Wenger handed summer war chest,football
274,Souness delight at Euro progress,football
275,Downing injury mars Uefa victory,football
276,Rangers seal Old Firm win,football
277,SFA awaits report over Mikoliunas,football
278,Palace threat over Cantona masks,football
279,Legendary Dutch boss Michels dies,football
280,Jol joy at 'professional' Cup win,football
281,Owen delighted with Real display,football
282,Ferguson fears Milan cutting edge,football
283,Rush future at Chester uncertain,football
284,Reyes tricked into Real admission,football
285,Benitez joy as Reds take control,football
286,Souness eyes summer move for Owen,football
287,Wenger dejected as Arsenal slump,football
288,Stam spices up Man Utd encounter,football
289,Mourinho defiant on Chelsea form,football
290,Hodgson relishes European clashes,football
291,Coach Ranieri sacked by Valencia,football
292,Cole faces lengthy injury lay-off,football
293,Arsenal through on penalties,football
294,Ajax refuse to rule out Jol move,football
295,Unclear future for striker Baros,football
296,Prutton poised for lengthy FA ban,football
297,Robben plays down European return,football
298,Adriano's Chelsea link rejected,football
299,FA decides not to punish Mourinho,football
300,Aragones angered by racism fine,football
301,Boro suffer Morrison injury blow,football
302,Mourinho receives Robson warning,football
303,QPR keeper Day heads for Preston,football
304,Cudicini misses Carling Cup final,football
305,Beattie return calms attack fears,football
306,Keegan hails comeback king Fowler,football
307,Thompson says Gerrard should stay,football
308,Cole refuses to blame van Persie,football
309,Blackburn v Burnley,football
310,Brentford v Southampton,football
311,Desailly backs Blues revenge trip,football
312,Desailly backs Blues revenge trip,football
313,Mourinho expects fight to finish,football
314,Cup holders Man Utd visit Everton,football
315,Candela completes Bolton switch,football
316,Stuart joins Norwich from Addicks,football
317,Celtic make late bid for Bellamy,football
318,Campbell lifts lid on United feud,football
319,Rovers reject third Ferguson bid,football
320,SA return to Mauritius,football
321,Tottenham bid &#163;8m for Forest duo,football
322,Redknapp's Saints face Pompey tie,football
323,Real in talks over Gravesen move,football
324,Klinsmann issues Lehmann warning,football
325,Juninho demand for O'Neill talks,football
326,Wenger signs new deal,football
327,FA probes crowd trouble,football
328,Edu describes tunnel fracas,football
329,Chelsea sack Mutu,football
330,Ferguson urges Henry punishment,football
331,Wenger offers Mutu hope,football
332,Santini resigns as Spurs manager,football
333,Mutu to hold talks with Juventus,football
334,Uefa approves fake grass,football
335,Yeading face Newcastle in FA Cup,football
336,Anelka 'eyes Man City departure',football
337,Arnesen denies rift with Santini,football
338,Souness backs Smith for Scotland,football
339,Gallas sees two-horse race,football
340,Tevez - an Argentine in Brazil,football
341,Edu blasts Arsenal,football
342,Can Smith work Scottish wonders?,football
343,Jansen suffers a further setback,football
344,Mansfield 0-1 Leyton Orient,football
345,Zambia confident and cautious,football
346,Reaction from Spanish press,football
347,Kerr frustrated at victory margin,football
348,Mourinho plots impressive course,football
349,Hearts of Oak 3-2 Cotonsport,football
350,Curbishley delight for Johansson,football
351,Lennon brands Rangers favourites,football
352,McClaren hails Boro's Uefa spirit,football
353,Benitez delight after crucial win,football
354,Bristol City 2-1 Milton Keynes,football
355,Hereford 1-1 Doncaster,football
356,Wolves appoint Hoddle as manager,football
357,Wenger keeping faith with Almunia,football
358,Houllier praises Benitez regime,football
359,McClaren targets Champions League,football
360,Hitzlsperger waiting on O'Leary,football
361,Mourinho to escape FA charge,football
362,Wolves appoint Hoddle as manager,football
363,Redknapp poised for Saints,football
364,FA charges Liverpool and Millwall,football
365,Wenger steps up row,football
366,Liverpool revel in night of glory,football
367,English clubs make Euro history,football
368,Ferguson puts faith in youngsters,football
369,Beckham relief as Real go through,football
370,Man Utd through after Exeter test,football
371,Hamm bows out for US,football
372,Wenger rules out new keeper,football
373,Liverpool pledge to keep Gerrard,football
374,Pearce keen on succeeding Keegan,football
375,Bomb threat at Bernabeu stadium,football
376,Chelsea hold Arsenal,football
377,Real will finish abandoned match,football
378,Poll explains free-kick decision,football
379,Solskjaer raises hopes of return,football
380,Dunne keen to commit to Man City,football
381,Bates seals takeover,football
382,Ferguson rues failure to cut gap,football
383,Old Firm pair handed suspensions,football
384,Anelka apologises for criticism,football
385,Ferguson rues failure to cut gap,football
386,Everton's Weir cools Euro hopes,football
387,Spain coach faces racism inquiry,football
388,Spain coach faces racism inquiry,football
389,Benitez deflects blame from Dudek,football
390,Bellamy fined after row,football
391,McClaren eyes Uefa Cup top spot,football
392,Spurs to sign Iceland U21 star,football
393,McLeish ready for criticism,football
394,O'Leary agrees new Villa contract,football
395,Gronkjaer agrees switch to Madrid,football
396,Benitez 'to launch Morientes bid',football
397,Robertson out to retain Euro lure,football
398,Campbell rescues Arsenal,football
399,Reds sink 10-man Magpies,football
400,Strachan turns down Pompey,football
401,Henry tipped for Fifa award,football
402,Newcastle to join Morientes race,football
403,Blues slam Blackburn over Savage,football
404,Gerrard happy at Anfield,football
405,Beckham rules out management move,football
406,Mexicans tracking unhappy Juninho,football
407,Celtic unhappy over Bulgaria date,football
408,Robben and Cole earn Chelsea win,football
409,Newcastle line up Babayaro,football
410,Mourinho takes swipe at Arsenal,football
411,Wenger shock at Newcastle dip,football
412,Ferguson hails Man Utd's resolve,football
413,TV calls after Carroll error,football
414,FA charges Mourinho,football
415,Clean sweep impossible - Mourinho,football
416,Wenger refuses to give up title,football
417,Henchoz prefers England to Gers,football
418,Keane returns to Republic squad,football
419,Newcastle move in for Boa Morte,football
420,Sanchez targets NI win in Warsaw,football
421,FAI secures &#163;7m sponsorship deal,football
422,Highbury will be our Cup final,football
423,Beckham defends form for England,football
424,Beckham hints at Man Utd return,football
425,Beckham's chat reigns in Spain,football
426,Gerrard future not decided by Cardiff loss,football
427,Barwick installed as new FA boss,football
428,Barwick calls for Highbury calm,football
429,Linesman defends disallowed goal,football
430,Bookies pay out on Spurs 'goal',football
431,Gunners clock up winning record,football
432,Fifa agrees goal-line technology,football
433,Owen may have to return home,football
434,Moyes U-turn on Beattie dismissal,football
435,Owen dismisses fresh Real rumours,football
436,A need to limit foreign numbers,football
437,No lack of Christmas spirit,football
438,FA ready to test out goal bleeper,football
439,The gloves are off,football
440,Underdogs have more fun,football
441,Bitter Santini hits out at Spurs,football
442,Uefa threat over foreign quotas,football
443,Stars shine for tsunami benefit,football
444,More Africans for tsunami game,football
445,FA Cup losing its sheen,football
446,Greece defy the odds at Euro 2004,football
447,The wonder of Ronaldinho,football
448,2004 - A year to remember,football
449,Argentine great Caniggia retires,football
450,Taking the highs with the lows,football
451,Blatter suggests offside change,football
452,Molby says Gravesen is Real deal,football
453,Dein concerned by Chelsea stance,football
454,Ronaldinho denies Blues interest,football
455,Prinz beats Hamm to Fifa trophy,football
456,Cantona issues Man Utd job hint,football
457,Man Utd urged to seal Giggs deal,football
458,Rivals back anti-racism campaign,football
459,City tie on as weather hits games,football
460,Nike defends under-fire football,football
461,Petit career ended by knee injury,football
462,Tapping-up row is so much hot air,football
463,Premier League probes Cole claims,football
464,Eriksson warned on Cole comments,football
465,Ronaldinho would consider Chelsea,football
466,Pennant guilty of wasting talent,football
467,Mourinho says race is almost over,football
468,Faye plans to stay at Portsmouth,football
469,Cech sets clean-sheet benchmark,football
470,Blackburn 0-1 Chelsea,football
471,Man City 1-1 Newcastle,football
472,Tanzania gets Fifa backing,football
473,Charlton 1-2 Liverpool,football
474,Mourinho sends out warning shot,football
475,O'Driscoll concern at Fifa ruling,football
476,Morientes admits to Reds struggle,football
477,Chelsea 3-0 Portsmouth,football
478,Worthington praises classy Villa,football
479,Plymouth 3-0 Sheff Utd,football
480,Uganda FA suspended,football
481,Man Utd women's team to be axed,football
482,SA supports Fifa control,football
483,Bayern Munich 3-1 Arsenal,football
484,Arsenal 1-1 Sheff Utd,football
485,Crusaders 2-3 Ballymena United,football
486,Van Nistelrooy hungry for return,football
487,Keane defiant over Vieira bust-up,football
488,Tartan Army given safety pledge,football
489,Morocco 5-1 Kenya,football
490,Hodgson shoulders England blame,rugby
491,Vickery out of Six Nations,rugby
492,Yachvili savours France comeback,rugby
493,Laporte tinkers with team,rugby
494,Lewsey puzzle over disallowed try,rugby
495,Fuming Robinson blasts officials,rugby
496,O'Gara revels in Ireland victory,rugby
497,Thomas out of Six Nations,rugby
498,Wales coach elated with win,rugby
499,Newcastle 27-27 Gloucester,rugby
500,London Irish 19-33 Wasps,rugby
501,Murray returns to Scotland fold,rugby
502,Fear will help France - Laporte,rugby
503,Davies favours Gloucester future,rugby
504,Ref stands by Scotland decisions,rugby
505,Robinson ready for difficult task,rugby
506,Bell set for England debut,rugby
507,O'Sullivan quick to hail Italians,rugby
508,Italy 17-28 Ireland,rugby
509,Jones happy with Henson heroics,rugby
510,Double injury blow strikes Wales,rugby
511,Kirwan demands Italy consistency,rugby
512,Fit-again Betsen in France squad,rugby
513,Wales critical of clumsy Grewcock,rugby
514,Henson stakes early Lions claim,rugby
515,Murphy: That was a bruising battle,rugby
516,Wales make two changes for France,rugby
517,Ireland surge past Scots,rugby
518,Wales win in Rome,rugby
519,White prepared for battle,rugby
520,O'Driscoll saves Irish blushes,rugby
521,Barkley fit for match in Ireland,rugby
522,Wales stars need a rest - Ruddock,rugby
523,Munster Cup tie switched to Spain,rugby
524,Williams says he will never quit,rugby
525,Pountney handed ban and fine,rugby
526,France v Wales (Sat),rugby
527,Woodward eyes Brennan for Lions,rugby
528,Scotland v Italy (Sat),rugby
529,Preview: Ireland v England (Sun),rugby
530,Leeds v Saracens (Fri),rugby
531,Worcester v Sale (Fri),rugby
532,Robinson answers critics,rugby
533,Sella wants Michalak recall,rugby
534,Umaga ready for Lions,rugby
535,Umaga ready for "fearsome" Lions,rugby
536,Campese berates whingeing England,rugby
537,O'Driscoll/Gregan lead Aid stars,rugby
538,Harinordoquy suffers France axe,rugby
539,Parker misses England clash,rugby
540,Stevens named in England line-up,rugby
541,Bortolami predicts dour contest,rugby
542,Corry backs skipper Robinson,rugby
543,Prop Jones ready for hard graft,rugby
544,Moody joins up with England,rugby
545,Captains lining up for Aid match,rugby
546,Castaignede fires Laporte warning,rugby
547,Charvis set to lose fitness bid,rugby
548,Robinson out of Six Nations,rugby
549,England coach faces rap after row,rugby
550,Harinordoquy suffers France axe,rugby
551,Wilkinson return 'unlikely',rugby
552,England 'to launch ref protest',rugby
553,Moore questions captaincy,rugby
554,Owen set for skipper role,rugby
555,Italy aim to rattle England,rugby
556,Dal Maso in to replace Bergamasco,rugby
557,Teenager Tait picked for England,rugby
558,Wood - Ireland can win Grand Slam,rugby
559,Scots suffer another injury blow,rugby
560,O'Sullivan keeps his powder dry,rugby
561,Wales get Williams fitness boost,rugby
562,Dawson joins England injury list,rugby
563,Wales want rugby league training,rugby
564,Saint-Andre anger at absent stars,rugby
565,Ruddock backs Yapp's credentials,rugby
566,Player burn-out worries Robinson,rugby
567,Hodges announces rugby retirement,rugby
568,Funding cut hits Wales Students,rugby
569,Calder fears for Scottish rugby,rugby
570,A year to remember for Irish,rugby
571,Williams stays on despite dispute,rugby
572,Lomu relishing return to action,rugby
573,Johnson announces June retirement,rugby
574,A November to remember,rugby
575,South Africa sweep top awards,rugby
576,Robinson wants dual code success,rugby
577,All Black magic: New Zealand rugby,rugby
578,WRU proposes season overhaul,rugby
579,Wilkinson to lead England,rugby
580,Hong Kong in 2011 World Cup bid,rugby
581,Dallaglio his own man to the end,rugby
582,Wasps 31-37 Leicester,rugby
583,Ireland 17-12 South Africa,rugby
584,Ireland v USA (Sat),rugby
585,Ireland call up uncapped Campbell,rugby
586,Ireland 21-19 Argentina,rugby
587,England claim Dubai Sevens glory,rugby
588,Barbarians 19-47 New Zealand,rugby
589,Dawson wins England squad recall,rugby
590,Borders 19-20 Ulster,rugby
591,Lions blow to World Cup stars,rugby
592,Campbell to be Lions consultant,rugby
593,Lions blow to World Cup winners,rugby
594,Wilkinson fit to face Edinburgh,rugby
595,Dallaglio eyeing Lions tour place,rugby
596,Dawson set for new Wasps contract,rugby
597,Healey targets England comeback,rugby
598,Johnson rules out Lions tour,rugby
599,Wilkinson: Injuries toughened me,rugby
600,Gatland fears end of European run,rugby
601,Kafer quits Saracens,rugby
602,Kafer resigns as Saracens coach,rugby
603,Hurter flees Falcons nest for SA,rugby
604,O'Shea to head up RFU Academies,rugby
605,Wasps thrown out of Powergen Cup,rugby
606,Wilkinson targets Ireland,rugby
607,Marshall set for Leeds move,rugby
608,Scrum-half Williams rejoins Bath,rugby
609,Bath faced with Tindall ultimatum,rugby
610,Tindall wants second opinion,rugby
611,Paris promise raises Welsh hopes,rugby
612,Wales silent on Grand Slam talk,rugby
613,Sculthorpe wants Lions captaincy,rugby
614,Tigers wary of Farrell 'gamble',rugby
615,Farrell saga to drag on - Lindsay,rugby
616,England given tough Sevens draw,rugby
617,Wales hails new superstar,rugby
618,Sydney to host north v south game,rugby
619,Celts savour Grand Slam prospect,rugby
620,Ireland win eclipses refereeing 'errors',rugby
621,Ireland 19-13 England,rugby
622,Fuming Robinson blasts officials,rugby
623,Scotland 18-10 Italy,rugby
624,Bortolami predicts dour contest,rugby
625,O'Connell rejects Lions rumours,rugby
626,Taylor poised for Scotland return,rugby
627,Vickery upbeat about arm injury,rugby
628,Dominici backs lacklustre France,rugby
629,Llewellyn plans Wales retirement,rugby
630,England 17-18 France,rugby
631,Wilkinson to miss Ireland match,rugby
632,Italy 8-38 Wales,rugby
633,D'Arcy injury adds to Ireland woe,rugby
634,O'Driscoll out of Scotland game,rugby
635,Tindall aiming to earn Lions spot,rugby
636,O'Connor aims to grab opportunity,rugby
637,Henman overcomes rival Rusedski,tennis
638,Safin slumps to shock Dubai loss,tennis
639,Ferrero eyes return to top form,tennis
640,Roddick into San Jose final,tennis
641,Federer claims Dubai crown,tennis
642,Young debut cut short by Ginepri,tennis
643,Melzer shocks Agassi,tennis
644,Federer forced to dig deep,tennis
645,Nadal marches on in Mexico,tennis
646,Hantuchova in Dubai last eight,tennis
647,Parmar ruled out of Davis Cup tie,tennis
648,Davenport hits out at Wimbledon,tennis
649,Dogged Federer claims Dubai crown,tennis
650,Henman hopes ended in Dubai,tennis
651,Mirza shocks Kuznetsova,tennis
652,Hantuchova in Dubai last eight,tennis
653,Murray to make Cup history,tennis
654,Davenport hits out at Wimbledon,tennis
655,Venus stunned by Farina Elia,tennis
656,Martinez sees off Vinci challenge,tennis
657,Serena becomes world number two,tennis
658,Hingis to make unexpected return,tennis
659,Clijsters set for February return,tennis
660,Hewitt falls to Dent,tennis
661,Angry Williams rejects criticism,tennis
662,Davenport dismantles young rival,tennis
663,Serena ends Sania Mirza's dream,tennis
664,Kuznetsova 'failed a drugs test',tennis
665,What now for British tennis?,tennis
666,Hewitt overcomes wobble in Sydney,tennis
667,Moya fights back for Indian title,tennis
668,Rochus shocks Coria in Auckland,tennis
669,Johansson takes Adelaide victory,tennis
670,Hingis hints at playing comeback,tennis
671,Slovakia seal Hopman Cup success,tennis
672,Dementieva prevails in Hong Kong,tennis
673,Injury sidelines Philippoussis,tennis
674,Hewitt falls to Dent in Adelaide,tennis
675,Federer breezes into semi-finals,tennis
676,Davenport puts retirement on hold,tennis
677,Rusedski angry over supplements,tennis
678,Navratilova hits out at critics,tennis
679,Prodigy Monfils blows away Gaudio,tennis
680,Connors boost for British tennis,tennis
681,Henin-Hardenne beaten on comeback,tennis
682,Moya clinches Cup for Spain,tennis
683,Capriati to miss Melbourne,tennis
684,Classy Henman makes winning start,tennis
685,Moya emotional after Davis Cup win,tennis
686,Moya emotional at Davis Cup win,tennis
687,Capriati out of Australian Open,tennis
688,Bryan twins keep US hopes alive,tennis
689,Faultless Federer has no equal,tennis
690,Mauresmo opens with victory in LA,tennis
691,Agassi fear for Melbourne,tennis
692,Henman to face Saulnier test,tennis
693,Moya suffers shock loss,tennis
694,Clijsters hope on Aussie Open,tennis
695,Clijsters could play Aussie Open,tennis
696,Edgy Agassi struggles past Dent,tennis
697,Roddick splits from coach Gilbert,tennis
698,Roddick in talks over new coach,tennis
699,Hewitt survives Nalbandian epic,tennis
700,Sydney return for Henin-Hardenne,tennis
701,Koubek suspended after drugs test,tennis
702,Hewitt fights back to reach final,tennis
703,Officials respond in court row,tennis
704,Williams battles to Aussie title,tennis
705,Safin cool on Wimbledon,tennis
706,Safin plays down Wimbledon hopes,tennis
707,Nadal puts Spain 2-0 up,tennis
708,Henman & Murray claim LTA awards,tennis
709,Connors' rallying cry for British tennis,tennis
710,Roche 'turns down Federer offer',tennis
711,Federer joins all-time greats,tennis
712,Philippoussis doubt over Open bid,tennis
713,Slovakia reach Hopman Cup final,tennis
714,Dent continues Adelaide progress,tennis
715,Moya sidesteps Davis Cup in 2005,tennis
716,Henman decides to quit Davis Cup,tennis
717,Ivanovic seals Canberra victory,tennis
718,Minister digs in over doping row,tennis
719,Safin relieved at Aussie recovery,tennis
720,Veteran Martinez wins Thai title,tennis
721,Soderling wins tense Milan final,tennis
722,Rusedski forced out in Marseille,tennis
723,Big guns ease through in San Jose,tennis
724,Almagro continues Spanish surge,tennis
725,Melzer shocks Agassi in San Jose,tennis
726,Mirza makes Indian tennis history,tennis
727,Roddick to face Saulnier in final,tennis
728,Australia miss Molik for Fed Cup,tennis
729,Clijsters sets up Venus match-up,tennis
730,Injured Roddick quits in Memphis,tennis
731,Henman hopes ended in Dubai rain,tennis
732,Agassi into second round in Dubai,tennis
733,Mauresmo fights back to win title,tennis
734,Federer wins title in Rotterdam,tennis
735,GB players warned over security,tennis
736,Sharapova overcomes tough Molik,tennis
